accidentDate;accidentTime;accidentDay;settlementType;settlement;district;streetType;streetName;houseNumber;locationComments;accidentType;mainAccidentCause;totalParticipantsAmount;injuryStatusParticipant1;injuryStatusParticipant2;injuryStatusParticipant3;injuryStatusParticipant4;injuryStatusParticipant5;injuryStatusParticipant6;latitude;longitude
2023-06-26;16:01:00;понеділок;село;Рясне-Руське;Залізничний;вулиця;Паркова;12;null;зіткнення бокове;порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.873374;23.90323
2023-07-20;8:01:00;четвер;місто;Львів;Личаківський;площа;Митна, пл.;null;пл. Митна - вул. Личаківська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.83973053581088;24.03609020910082
2023-07-11;15:40:00;вівторок;місто;Львів;Галицький;вулиця;Підвальна;3;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.840899;24.035688
2023-06-20;22:43:00;вівторок;місто;Львів;Франківський;вулиця;Наукова;11;null;зіткнення лобове;невиконання вимог сигналів регулювання, перевищення безпечної швидкості;2;без ушкоджень;легко травмований;null;null;null;null;49.804172;23.994902
2023-07-10;20:10:00;понеділок;селище;Рудне;Залізничний;вулиця;Грушевського М.;null;вул. Грушевського М. - вул. Івасюка;зіткнення лобове;порушення правил маневрування, порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.837877;23.811919
2023-07-20;23:20:00;четвер;місто;Львів;Сихівський;вулиця;Стрийська;61;null;зіткнення з задньою частиною тз;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.795298;24.01665
2023-07-01;14:29:00;субота;місто;Львів;Сихівський;майдан;Святого Івана Павла II Папи Римського, майдан;2;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.79322;24.056475
2023-07-12;18:01:00;середа;місто;Винники;Личаківський;вулиця;Хмельницького Б.;9б;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, недодержання дистанції;4;без ушкоджень;легко травмований;легко травмований;легко травмований;null;null;49.82095;24.11222
2023-07-05;16:53:00;середа;місто;Львів;Личаківський;вулиця;Зелена;9;null;зіткнення бокове;виїзд на смугу зустрічного руху;2;без ушкоджень;тяжко травмований;null;null;null;null;49.834255;24.035948
2023-06-19;17:46:00;понеділок;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;109;null;наїзд на пішохода - пішохід рухався у попутному напрямку;неочікуваний вихід на проїзну частину;2;без ушкоджень;легко травмований;null;null;null;null;49.784776;24.060681
2023-07-03;9:58:00;понеділок;місто;Львів;Личаківський;вулиця;Хмельницького Б.;null;null;зіткнення бокове;порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.854798;24.044593
2023-07-18;13:38:00;вівторок;село;Рясне-Руське;Залізничний;вулиця;Кільцева;1;null;зіткнення бокове;порушення правил маневрування, невиконання вимог сигналів регулювання;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.873322;23.89778
2023-07-16;22:24:00;неділя;місто;Львів;Шевченківський;проспект;Чорновола В., просп.;69;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.859906;24.01871
2023-07-23;15:48:00;неділя;місто;Львів;Галицький;вулиця;Коперника М.;40;null;зіткнення з задньою частиною тз;порушення правил маневрування;2;легко травмований;легко травмований;null;null;null;null;49.83643;24.023159
2023-06-20;19:51:00;вівторок;місто;Львів;Сихівський;вулиця;Сихівська;2;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.795055;24.066646
2023-07-24;18:20:00;понеділок;місто;Львів;Сихівський;вулиця;Зубрівська;25а;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.79545;24.059871
2023-07-19;14:01:00;середа;місто;Львів;Шевченківський;вулиця;Шевченка Т.;60;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.845192;24.00988
2023-07-08;10:20:00;субота;місто;Львів;Франківський;вулиця;Стрийська;null;вул. Стрийська - вул. Наукова;наїзд на транспортний засіб, що стоїть - під час відкривання дверей;порушення правил маневрування;2;без ушкоджень;тяжко травмований;null;null;null;null;49.801388;24.01778
2023-07-08;12:50:00;субота;місто;Винники;Личаківський;вулиця;Галицька;1;null;зіткнення лобове;виїзд на смугу зустрічного руху;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.81804;24.130692
2023-06-23;20:01:00;п'ятниця;місто;Львів;Залізничний;вулиця;Виговського І.;32;null;наїзд на пішохода - пішоходний перехід, тз здійснював поворот вліво (вправо);порушення правил маневрування;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.825325;23.967544
2023-07-08;22:18:00;субота;місто;Львів;Залізничний;вулиця;Чернівецька;9;null;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування, порушення правил проїзду пішохідних переходів;2;без ушкоджень;тяжко травмований;null;null;null;null;49.837899;23.999408
2023-07-10;19:18:00;понеділок;місто;Львів;Залізничний;вулиця;Білогорща;21;null;зіткнення бокове;порушення правил проїзду перехресть;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.844358;23.938855
2023-07-09;20:36:00;неділя;місто;Львів;Франківський;вулиця;Наукова;null;вул. Стрийська - вул. Наукова;зіткнення лобове;перевищення безпечної швидкості, недодержання дистанції, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.802094;24.016302
2023-07-17;12:24:00;понеділок;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;23;null;наїзд на інші види перешкод;порушення правил маневрування;1;легко травмований;null;null;null;null;null;49.8017057196246;24.0248587417853
2023-07-21;15:14:00;п'ятниця;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;32;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.800033;24.044547
2023-06-27;16:01:00;вівторок;місто;Львів;Залізничний;вулиця;Сяйво;23;null;падіння пасажира;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.837252;23.976878
2023-07-13;12:48:00;четвер;місто;Львів;Сихівський;вулиця;Стрийська;63;null;зіткнення з задньою частиною тз;порушення правил зупинки і стоянки транспортного засобу;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.793784;24.017803
2023-07-23;15:15:00;неділя;місто;Львів;Франківський;вулиця;Наукова;141;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.80539964646759;23.982507924894225
2023-06-14;14:01:00;середа;місто;Львів;Галицький;вулиця;Куліша П.;25;null;наїзд на транспортний засіб, що стоїть - по ходу руху;перевищення безпечної швидкості, порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.847053;24.024203
2023-07-15;19:55:00;субота;місто;Львів;Франківський;вулиця;Народна;17;null;зіткнення лобове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.83178;23.984561
2023-06-19;7:01:00;понеділок;місто;Львів;Галицький;вулиця;Городоцька;38;null;наїзд на пішохода - на регульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.841201;24.015872
2023-07-10;17:51:00;понеділок;місто;Львів;Франківський;вулиця;Кульпарківська;101;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.8148;23.986179
2023-07-16;20:01:00;неділя;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;2;null;наїзд на інші види перешкод;перевищення безпечної швидкості;1;легко травмований;null;null;null;null;null;49.800321;24.030388
2023-07-20;13:53:00;четвер;місто;Львів;Сихівський;вулиця;Угорська;14;null;наїзд на пішохода - на регульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.809531;24.046385
2023-06-26;17:35:00;понеділок;місто;Львів;Шевченківський;вулиця;Липинського В.;36;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.862568;24.03123
2023-07-21;0:10:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Брюховицька;208;null;наїзд на інші види перешкод;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.873944;23.950115
2023-07-17;21:50:00;понеділок;місто;Львів;Личаківський;вулиця;Хмельницького Б.;292;null;зіткнення з задньою частиною тз;керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості;3;без ушкоджень;без ушкоджень;без ушкоджень;null;null;null;49.874185;24.061001
2023-07-05;19:04:00;середа;місто;Львів;Залізничний;вулиця;Сяйво;null;вул. Сяйво - вул. Городоцька;зіткнення лобове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.832158;23.977899
2023-07-07;0:30:00;п'ятниця;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;59б;null;наїзд на інші види перешкод;перевищення безпечної швидкості;2;без ушкоджень;легко травмований;null;null;null;null;49.801574;24.043369
2023-07-18;13:30:00;вівторок;місто;Львів;Шевченківський;вулиця;Замарстинівська;132а;null;наїзд на транспортний засіб, що стоїть - по ходу руху;недодержання дистанції, перевищення безпечної швидкості;2;без ушкоджень;легко травмований;null;null;null;null;49.862181;24.026622
2023-06-24;13:30:00;субота;місто;Львів;Личаківський;вулиця;Опришківська;32;null;зіткнення бокове;перевищення безпечної швидкості, порушення правил маневрування;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.85092;24.043686
2023-07-06;11:54:00;четвер;місто;Львів;Шевченківський;вулиця;Лінкольна А.;null;вул. Лінкольна А. - вул. Миколайчука І.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.866732;24.044008
2023-06-29;7:13:00;четвер;місто;Львів;Залізничний;вулиця;На Чвертях;68;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.849457;23.970746
2023-07-06;19:08:00;четвер;місто;Львів;Сихівський;вулиця;Сихівська;2;null;зіткнення бокове;порушення правил проїзду перехресть, керування транспортним засобом у нетверезому стані;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.795346;24.066464
2023-07-04;12:54:00;вівторок;місто;Львів;Личаківський;вулиця;Личаківська;75;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.839775;24.050156
2023-07-10;7:35:00;понеділок;місто;Львів;Франківський;вулиця;Городоцька;217;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;без ушкоджень;помер на місці дтп;null;null;null;null;49.832835;23.980796
2023-06-29;13:25:00;четвер;село;Підбірці;Личаківський;вулиця;Митрополита Яхимовича;107;null;наїзд на пішохода - на регульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.844912;24.155045
2023-07-13;7:50:00;четвер;місто;Львів;Шевченківський;вулиця;Липинського В.;60;null;зіткнення з задньою частиною тз;порушення правил зупинки і стоянки транспортного засобу;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.863952;24.030147
2023-06-23;9:11:00;п'ятниця;місто;Львів;Сихівський;вулиця;Пасічна;129;null;наїзд на пішохода - на регульованому пішохідному переході;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.806294;24.068513
2023-07-22;20:43:00;субота;місто;Львів;Залізничний;вулиця;Сяйво;null;міст;зіткнення з задньою частиною тз;порушення правил маневрування, керування транспортним засобом у нетверезому стані;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.834049;23.977562
2023-07-03;20:02:00;понеділок;місто;Львів;Сихівський;вулиця;Луганська;17;null;наїзд на пішохода - на регульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.807153;24.057688
2023-06-30;20:06:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Клепарівська;39;null;наїзд на велосипедиста - поза межами велосипедної доріжки;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.850893;24.014992
2023-06-26;17:15:00;понеділок;місто;Львів;Франківський;вулиця;Чупринки Т., ген.;36;null;зіткнення з задньою частиною тз;невиконання вимог сигналів регулювання, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.832478;24.012117
2023-07-07;15:40:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Хмельницького Б.;null;null;зіткнення бокове;недодержання дистанції;4;без ушкоджень;без ушкоджень;без ушкоджень;легко травмований;null;null;49.858322;24.04742
2023-07-13;8:20:00;четвер;місто;Львів;Шевченківський;вулиця;Мазепи І., гетьм.;25;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;порушення правил маневрування;2;без ушкоджень;помер на місці дтп;null;null;null;null;49.873066;24.040419
2023-06-30;20:16:00;п'ятниця;селище;Рудне;Залізничний;вулиця;Нагірних;2;null;зіткнення лобове;порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.837629;23.877157
2023-07-18;11:35:00;вівторок;місто;Львів;Залізничний;вулиця;Городоцька;102;null;падіння пасажира;порушення правил перевезення пасажирів;2;без ушкоджень;легко травмований;null;null;null;null;49.837747;24.005771
2023-07-15;11:01:00;субота;місто;Львів;Галицький;вулиця;Замарстинівська;30;null;наїзд на пішохода - пішохід рухався у попутному напрямку;недодержання дистанції;2;без ушкоджень;тяжко травмований;null;null;null;null;49.850016918405736;24.0270023581997
2023-07-19;18:40:00;середа;місто;Львів;Сихівський;вулиця;Луганська;null;вул. Луганська - вул. Козельницька;зіткнення з задньою частиною тз;порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.810938;24.024973
2023-07-02;12:32:00;неділя;місто;Львів;Франківський;вулиця;Молдавська;null;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.817007;23.99603
2023-06-18;17:28:00;неділя;місто;Львів;Галицький;вулиця;Замарстинівська;34;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.85046;24.027019
2023-09-15;15:49:00;п'ятниця;місто;Львів;шевченківський;вулиця;Варшавська;126;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;тяжко травмований;null;null;null;null;49.864795;24.008154
2023-09-26;16:01:00;вівторок;місто;Львів;Галицький;вулиця;Шпитальна;1;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;легко травмований;null;null;null;null;49.843596;24.023655
2023-09-23;19:10:00;субота;місто;Винники;Личаківський;вулиця;Хмельницького Б.;95;null;зіткнення лобове;порушення правил маневрування, недодержання дистанції, порушення правил обгону, керування транспортним засобом у нетверезому стані;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.824841;24.103679
2023-09-25;17:40:00;понеділок;село;Зашків;Шевченківський;вулиця;Коновальця Є.;55;null;наїзд на транспортний засіб, що стоїть - по ходу руху;перевищення безпечної швидкості;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.954486;23.97559
2023-09-08;7:40:00;п'ятниця;місто;Львів;Франківський;вулиця;Тролейбусна;16;null;зіткнення лобове;порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.797895;24.005116
2023-09-27;18:26:00;середа;село;Малехів;Шевченківський;вулиця;Івана Франка;44;null;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.879454;24.082407
2023-09-07;19:05:00;четвер;місто;Львів;Франківський;вулиця;Героїв УПА;80;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.829353;23.992966
2023-09-08;16:43:00;п'ятниця;місто;Винники;Личаківський;вулиця;Галицька;45;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил зупинки і стоянки транспортного засобу;2;без ушкоджень;легко травмований;null;null;null;null;49.81715;24.14111
2023-09-29;9:05:00;п'ятниця;місто;Львів;Залізничний;провулок;Скнилівський пров., 8-й;null;null;зіткнення;порушення правил маневрування;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.813218;23.977232
2023-08-31;10:23:00;четвер;місто;Львів;Сихівський;вулиця;Зелена;394;null;зіткнення лобове;порушення правил маневрування;2;без ушкоджень;тяжко травмований;null;null;null;null;49.788732;24.074875
2023-08-21;19:05:00;понеділок;місто;Львів;Сихівський;вулиця;Угорська;19;null;зіткнення лобове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.809718;24.050714
2023-09-13;10:44:00;середа;місто;Львів;Галицький;вулиця;Торгова;null;null;падіння пасажира;порушення правил перевезення пасажирів;2;без ушкоджень;легко травмований;null;null;null;null;49.84468954471406;24.027067239005756
2023-09-25;5:29:00;понеділок;місто;Львів;Залізничний;вулиця;Авіаційна;1;null;наїзд на інші види перешкод;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.825318;23.941906
2023-09-08;7:33:00;п'ятниця;селище;Рудне;Залізничний;вулиця;Героїв Небесної Сотні;null;null;зіткнення лобове;порушення правил маневрування, невиконання вимог сигналів регулювання;2;без ушкоджень;легко травмований;null;null;null;null;49.8392;23.898697
2023-09-02;16:10:00;субота;місто;Львів;Сихівський;вулиця;Сихівська;null;вул. Сихівська - вул. Зелена;зіткнення бокове;перевищення безпечної швидкості;2;без ушкоджень;легко травмований;null;null;null;null;49.796136;24.072182
2023-09-10;16:07:00;неділя;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;57;null;наїзд на транспортний засіб, що стоїть - по ходу руху;недодержання дистанції;6;без ушкоджень;без ушкоджень;легко травмований;легко травмований;легко травмований;легко травмований;49.797611;24.051379
2023-09-15;22:52:00;п'ятниця;місто;Львів;Сихівський;вулиця;Сихівська;16;null;зіткнення з задньою частиною тз;керування транспортним засобом у нетверезому стані, порушення правил маневрування, порушення правил проїзду перехресть;2;без ушкоджень;легко травмований;null;null;null;null;49.794543;24.06398
2023-09-11;7:01:00;понеділок;місто;Львів;Галицький;вулиця;Стрийська;null;вул. Стрийська - вул. Героїв Майдану;зіткнення з задньою частиною тз;керування транспортним засобом у нетверезому стані, порушення правил маневрування, порушення правил обгону, виїзд на смугу зустрічного руху;2;без ушкоджень;легко травмований;null;null;null;null;49.825175;24.021544
2023-09-02;19:15:00;субота;місто;Львів;Шевченківський;вулиця;Хмельницького Б.;163;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил проїзду перехресть;2;без ушкоджень;легко травмований;null;null;null;null;49.85471;24.044483
2023-09-05;4:04:00;вівторок;місто;Львів;Сихівський;вулиця;Луганська;10;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.808084;24.050617
2023-09-09;11:28:00;субота;місто;Львів;Залізничний;вулиця;Машиністів;30;null;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.848869;23.978938
2023-09-07;10:01:00;четвер;місто;Львів;Франківський;вулиця;Княгині Ольги;null;вул. Княгині Ольги - вул. Наукова;зіткнення бокове;недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.8044;23.99911
2023-09-01;19:45:00;п'ятниця;місто;Львів;Шевченківський;проспект;Чорновола В., просп.;null;АЗС ОККО;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.86058769908503;24.01982950862196
2023-09-05;23:01:00;вівторок;місто;Львів;Личаківський;вулиця;Личаківська;179;null;зіткнення лобове;порушення правил маневрування;4;без ушкоджень;легко травмований;легко травмований;легко травмований;null;null;49.836066;24.068213
2023-09-19;21:30:00;вівторок;місто;Львів;Франківський;вулиця;Стрийська;88;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;легко травмований;null;null;null;null;49.817126;24.020056
2023-09-10;18:40:00;неділя;місто;Львів;Франківський;вулиця;Кульпарківська;28;null;падіння пасажира;порушення техніки безпеки пасажиром;2;без ушкоджень;легко травмований;null;null;null;null;49.830981168629286;23.990607097130695
2023-09-27;18:30:00;середа;місто;Львів;Галицький;вулиця;Замкнена;null;вул. Замкнена - вул. Городоцька;зіткнення бокове;порушення правил обгону, виїзд на смугу зустрічного руху;4;без ушкоджень;без ушкоджень;легко травмований;легко травмований;null;null;49.841442;24.015437
2023-09-14;16:01:00;четвер;місто;Львів;Залізничний;вулиця;Шевченка Т.;111;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.850855;23.99222
2023-09-11;14:10:00;понеділок;місто;Львів;Галицький;вулиця;Менцинського М.;2;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.84192;24.022304
2023-09-21;9:08:00;четвер;місто;Львів;Личаківський;вулиця;Руфа Ю.;60;null;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.835446;24.059629
2023-09-04;18:50:00;понеділок;місто;Львів;Франківський;вулиця;Київська;31;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.833678;24.007182
2023-09-14;18:16:00;четвер;місто;Львів;Шевченківський;вулиця;Липинського В.;60;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.865113;24.050113
2023-09-15;15:33:00;п'ятниця;село;Малехів;Шевченківський;вулиця;Дороша Тараса;89;null;зіткнення бокове;виїзд на смугу зустрічного руху, порушення правил маневрування, керування транспортним засобом у нетверезому стані;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.877273;24.077641
2023-09-06;21:01:00;середа;місто;Львів;Галицький;вулиця;Грецька;null;вул. Зарицьких - вул. Грецька;наїзд на інші види перешкод;перевищення безпечної швидкості, недодержання дистанції;1;легко травмований;null;null;null;null;null;49.829225;24.025045
2023-09-04;12:19:00;понеділок;місто;Львів;Франківський;вулиця;Тролейбусна;null;вул. Тролейбусна - вул. Володимира Великого;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.809784;24.008024
2023-09-02;23:40:00;субота;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;null;просп. Червоної Калини - просп. Святого Івана Павла ІІ;перекидання тз;порушення правил маневрування;1;помер у лікарні протягом 30 діб;null;null;null;null;null;49.799622;24.047871
2023-09-21;9:19:00;четвер;місто;Львів;Залізничний;вулиця;Шевченка Т.;19;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.845431;24.008211
2023-09-01;16:10:00;п'ятниця;місто;Львів;Франківський;вулиця;Рубчака І.;14;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.80599;24.01246
2023-09-15;13:10:00;п'ятниця;місто;Львів;Шевченківський;проспект;Чорновола В., просп.;null;null;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.857288;24.021842
2023-09-25;22:30:00;понеділок;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;103;null;наїзд на велосипедиста - поза межами велосипедної доріжки;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.785902;24.059461
2023-08-30;22:10:00;середа;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;103;null;наїзд на пішохода - на нерегульованому пішохідному переході;перевищення безпечної швидкості, порушення правил маневрування, порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.785808;24.059286
2023-09-14;19:01:00;четвер;місто;Львів;Залізничний;вулиця;Бортнянського Д.;11;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.844722;24.004151
2023-09-22;16:36:00;п'ятниця;місто;Львів;Галицький;вулиця;Куліша П.;20;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.847423;24.024294
2023-09-01;20:50:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Шевченка Т.;158;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, недодержання дистанції, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.855341;23.983111
2023-10-01;16:52:00;неділя;місто;Львів;Шевченківський;вулиця;Золота;21;null;наїзд на пішохода - пішохід рухався у попутному напрямку;перехід у невстановленому місці;2;без ушкоджень;легко травмований;null;null;null;null;49.848973;24.007632
2023-10-02;8:01:00;понеділок;місто;Львів;Галицький;вулиця;Митрополита Андрея;18;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;тяжко травмований;null;null;null;null;49.835702;24.008421
2023-09-29;18:03:00;п'ятниця;місто;Львів;Сихівський;вулиця;Скорини Ф.;23;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.798472;24.026627
2023-09-26;20:37:00;вівторок;місто;Львів;Франківський;вулиця;Трускавецька;null;null;наїзд на транспортний засіб, що стоїть - по ходу руху;порушення правил маневрування;1;легко травмований;null;null;null;null;null;49.79746056608282;24.008680034943843
2023-09-18;14:57:00;понеділок;місто;Львів;Галицький;вулиця;Матейка Я.;null;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.837538766183954;24.017134968337054
2023-09-05;15:25:00;вівторок;місто;Львів;Личаківський;вулиця;Богданівська;13;null;зіткнення бокове;порушення правил проїзду перехресть;2;без ушкоджень;легко травмований;null;null;null;null;49.85737;24.07361
2023-09-12;15:40:00;вівторок;місто;Винники;Личаківський;вулиця;Івасюка В.;42в;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;тяжко травмований;null;null;null;null;49.821214;24.13709
