accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2020-02-13,12:57:00,четвер,місто,Львів,Сихівський,вулиця,Морозна,19,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.796354,24.068685
2020-03-19,22:05:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,173,null,зіткнення лобове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,50.0205,24.0394
2020-03-06,23:07:00,п'ятниця,місто,Львів,Франківський,вулиця,Наукова,35,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.804497,23.991743
2020-02-18,17:40:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,24А,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.839982,24.042141
2020-03-13,22:45:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,null,Перезрестя вул. Городоцька - вул. Ярослава Мудрого,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.840134,24.011983
2020-02-20,22:36:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,null,Перехрестя вул. Городоцька - вул. Виговського І.,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.830578,23.96822
2020-03-13,17:30:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,null,Перехрестя вул. Липинського В. - вул. Замарстинівська,зіткнення бокове,порушення правил проїзду перехресть,8,без ушкоджень,легко травмований,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,null,49.860092,24.026906
2020-05-01,15:15:00,п'ятниця,місто,Львів,Залізничний,вулиця,Величка С.,null,Перехрестя вул. Величка С. - вул. Городоцька,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.829097,23.95983
2020-04-22,22:40:00,середа,місто,Львів,Сихівський,вулиця,Мирного Панаса,12,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.816184,24.027829
2020-04-11,1:10:00,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,45,null,зіткнення лобове,"порушення правил проїзду перехресть,керування транспортним засобом у нетверезому стані",3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,49.863782,24.033912
2020-05-11,18:56:00,понеділок,місто,Львів,Личаківський,вулиця,Зелена,69А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.830813,24.043928
2020-04-02,11:55:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,174,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.830841,23.969159
2020-04-09,19:25:00,четвер,місто,Львів,Галицький,площа,"Ринок, пл.",null,null,зіткнення бокове,порушення правил проїзду перехресть,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.841435,24.031992
2020-04-24,16:15:00,п'ятниця,місто,Львів,Франківський,вулиця,Природна,4,null,"наїзд на транспортний засіб, що стоїть - по ходу руху","перевищення безпечної швидкості,керування транспортним засобом у нетверезому стані",3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.826688,24.005148
2020-05-14,1:40:00,четвер,місто,Львів,Залізничний,вулиця,Любінська,92,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,помер на місці дтп,,null,null,null,null,null,null,49.82437,23.97786
2020-04-14,16:18:00,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",45А,null,зіткнення лобове,недодержання дистанції,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.852577,24.023564
2020-04-30,15:55:00,четвер,місто,Львів,Личаківський,вулиця,Богданівська,24,null,перекидання тз,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.845154,24.084864
2020-04-02,21:30:00,четвер,місто,Львів,Галицький,вулиця,Під Дубом,2,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.850464,24.025324
2020-04-05,21:29:00,неділя,місто,Львів,Галицький,проспект,"Чорновола В., просп.",12,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.846804,24.02563
2020-04-07,13:01:00,вівторок,місто,Львів,Залізничний,вулиця,Роксоляни,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.84807,23.961675
2020-04-06,19:52:00,понеділок,місто,Львів,Галицький,вулиця,Свєнціцького І.,3,null,перекидання тз,порушення правил маневрування,1,легко травмований,null,,null,null,null,null,null,null,49.826533,24.034347
2020-03-25,9:50:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,143,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.8322,23.9702
2020-04-07,15:30:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,300,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.820791,23.913245
2020-05-06,14:20:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",66,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.790216,24.058753
2020-03-27,14:10:00,п'ятниця,місто,Львів,Галицький,вулиця,Нечуя-Левицького І.,null,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.832696,24.016736
2020-05-06,6:15:00,середа,місто,Львів,Галицький,вулиця,Джерельна,6,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.846015,24.020222
2020-05-11,21:40:00,понеділок,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",null,"Перехрестя вул. Чупринки Т.,ген. - вул. Конотопська",зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.827104,24.003754
2020-04-13,8:30:00,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В.,просп. - вул. Хімічна",наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер на місці дтп,,null,null,null,null,null,null,49.853687,24.023087
2020-04-13,19:06:00,понеділок,місто,Львів,Галицький,вулиця,Коперника М.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.833844,24.019268
2020-04-29,17:15:00,середа,місто,Львів,Шевченківський,вулиця,Замарстинівська,117,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.864792,24.025614
2020-05-01,8:42:00,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,75,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.839809,24.049995
2020-04-18,6:01:00,субота,місто,Львів,Шевченківський,вулиця,Брюховицька,41,null,"наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо)","перевищення безпечної швидкості,порушення правил маневрування",4,тяжко травмований,помер на місці дтп,тяжко травмований,тяжко травмований,null,null,null,null,null,49.868575,23.966551
2020-05-01,9:10:00,п'ятниця,місто,Львів,Сихівський,вулиця,Ярославенка Я.,null,Перехрестя вул. Ярославенка Я. - вул. Мирного Панаса,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.814699,24.033237
2020-04-24,14:23:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,162,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,помер по дорозі в лікарню,,null,null,null,null,null,null,49.831993,23.975124
2020-03-26,22:40:00,четвер,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,294,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.873474,24.060338
2020-04-27,10:30:00,понеділок,місто,Львів,Шевченківський,вулиця,Грінченка Б.,null,Перехрестя вул. Грінченка Б. - вул. Чигиринська,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.870825,24.054909
2020-04-27,16:01:00,понеділок,місто,Львів,Сихівський,вулиця,Зелена,308,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості,порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.799487,24.06891
2020-05-14,7:01:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",70,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.789802,24.057725
2020-03-22,0:01:00,неділя,місто,Львів,Сихівський,вулиця,Стуса В.,18,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,легко травмований,легко травмований,,null,null,null,null,null,null,49.818365,24.041766
2020-04-27,19:30:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,23,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.80906,24.011403
2020-03-29,17:22:00,неділя,місто,Львів,Франківський,вулиця,Антоновича В.,null,Перехрестя вул. Антоновича В. - вул. Васильківського С.,наїзд на інші види перешкод,"перевищення безпечної швидкості,порушення правил маневрування,недодержання дистанції",2,легко травмований,легко травмований,,null,null,null,null,null,null,49.832104,24.001892
2020-05-15,16:26:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,null,вул. Володимире Великого - вул. Боткіна С.,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.811265,23.991306
2020-05-03,14:01:00,неділя,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Антоновича В.,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.825415,23.989763
2020-04-14,21:35:00,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,152,null,наїзд на інші види перешкод,недодержання дистанції,1,легко травмований,null,,null,null,null,null,null,null,49.853504,23.987156
2020-05-07,14:20:00,четвер,місто,Львів,Галицький,вулиця,Личаківська,7,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.839934,24.038231
2020-04-16,10:05:00,четвер,місто,Львів,Франківський,вулиця,Наукова,39,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.803608,23.990917
2020-04-25,10:39:00,субота,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Антоновича В.,зіткнення бокове,"невиконання вимог сигналів регулювання,перевищення безпечної швидкості",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.825358,23.989846
2020-05-01,11:10:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,null,Перехрестя вул. Липинського В. - вул. Замарстинівська,зіткнення лобове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.860231,24.026949
2020-04-22,22:01:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",49,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.799248,24.049121
2020-04-03,9:18:00,п'ятниця,село,Підрясне,Залізничний,вулиця,Шевченка Т.,358,null,зіткнення лобове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.87626,23.870029
2020-04-10,10:06:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Біберовича І.,11,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.865712,23.964057
2020-04-17,18:45:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,58,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.865214,24.048766
2020-03-25,2:35:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,52,null,зіткнення бокове,порушення правил проїзду перехресть,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.811861,23.989297
2020-04-16,18:01:00,четвер,місто,Львів,Личаківський,вулиця,Хмельницького Б.,163,null,зіткнення лобове,"перевищення безпечної швидкості,виїзд на смугу зустрічного руху",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.85449,24.044309
2020-04-24,18:45:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стрийська,199,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.775056,24.014246
2020-05-02,14:15:00,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",45А,null,зіткнення бокове,"перевищення безпечної швидкості,порушення правил маневрування",6,без ушкоджень,без ушкоджень,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,null,null,null,49.853231,24.022765
2020-04-01,15:30:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",null,null,наїзд на пішохода - стояв на проїздній частині,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.846629,24.0256
2020-04-17,15:20:00,п'ятниця,місто,Львів,Галицький,вулиця,Липнева,2,null,зіткнення лобове,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.839702,24.029734
2020-05-13,8:21:00,середа,місто,Львів,Сихівський,вулиця,Коломийська,12,null,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.78781,24.063041
2020-04-30,18:01:00,четвер,місто,Львів,Сихівський,вулиця,Навроцького В.,25,null,зіткнення бокове,"перевищення безпечної швидкості,порушення правил обгону",5,тяжко травмований,легко травмований,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,49.811221,24.052591
2020-04-03,11:36:00,п'ятниця,місто,Львів,Личаківський,вулиця,Китайська,2,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,,null,null,null,null,null,null,49.821729,24.07657
2020-05-26,18:20:00,вівторок,місто,Львів,Залізничний,вулиця,Патона Є.,2/4А,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.82328,23.964111
2020-06-05,15:05:00,п'ятниця,місто,Львів,Сихівський,вулиця,Морозна,19,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.796011,24.068363
2020-06-17,18:13:00,середа,місто,Львів,Галицький,вулиця,Городоцька,10,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.843715,24.023795
2020-06-15,10:48:00,понеділок,місто,Львів,Сихівський,вулиця,Гашека Я.,20,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил надання безперешкодного проїзду,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.797042,24.021071
2020-06-18,19:13:00,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.815918,24.001951
2020-06-18,18:28:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,null,вул. Липинського В. - вул. Замарстинівська,зіткнення лобове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.860231,24.026928
2020-06-03,11:50:00,середа,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",54,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил маневрування,порушення правил проїзду пішохідних переходів",2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.831453,24.009966
2020-06-10,16:26:00,середа,місто,Львів,Залізничний,вулиця,Виговського І.,51,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.815911,23.974534
2020-06-22,19:42:00,понеділок,місто,Львів,Залізничний,вулиця,Патона Є.,7А,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.822248,23.965945
2020-06-18,9:17:00,четвер,місто,Львів,Сихівський,вулиця,Стрийська,35,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.815423,24.02159
2020-05-21,11:50:00,четвер,місто,Львів,Галицький,вулиця,Тютюнників,53,null,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.826315,24.038923
2020-06-13,16:01:00,субота,місто,Львів,Залізничний,вулиця,Виговського І.,20,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил маневрування,2,легко травмований,легко травмований,,null,null,null,null,null,null,49.827896,23.967919
2020-05-17,9:40:00,неділя,місто,Львів,Личаківський,вулиця,Зелена,33,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.82129,24.055375
2020-05-24,19:01:00,неділя,місто,Львів,Залізничний,вулиця,Кульпарківська,144,null,перекидання тз,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.816818,23.986099
2020-06-05,16:50:00,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,null,"Перехрестя вул. Стрийська - вул. Сахарова А.,акад.",наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.819891,24.020362
2020-06-12,16:04:00,п'ятниця,місто,Львів,Залізничний,вулиця,Любінська,91,null,наїзд на пішохода - стояв на проїздній частині,"порушення правил маневрування,порушення правил проїзду пішохідних переходів",2,легко травмований,легко травмований,,null,null,null,null,null,null,49.822937,23.974866
2020-06-20,8:50:00,субота,місто,Львів,Личаківський,вулиця,Хмельницького Б.,245,null,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.868339,24.05596
2020-05-18,20:15:00,понеділок,місто,Львів,Сихівський,вулиця,Гориня М.,17Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.786924,24.053353
2020-05-17,1:19:00,неділя,місто,Львів,Шевченківський,вулиця,Творча,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.869653,24.053187
2020-06-11,8:50:00,четвер,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,292,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.873235,24.060144
2020-06-09,12:20:00,вівторок,місто,Львів,Шевченківський,вулиця,Миколайчука І.,32,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.879375,24.035296
2020-06-11,18:04:00,четвер,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,1,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.794099,24.064323
2020-06-21,19:30:00,неділя,місто,Львів,Залізничний,вулиця,Виговського І.,77,null,зіткнення з задньою частиною тз,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.812896,23.978686
2020-06-15,0:53:00,понеділок,місто,Львів,Шевченківський,вулиця,Орлика П.,5Б,null,падіння пасажира,"порушення правил маневрування,порушення правил перевезення пасажирів",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.874684,24.034395
2020-06-21,16:31:00,неділя,місто,Львів,Сихівський,вулиця,Антонича Б. - І.,10,null,наїзд на велосипедиста - поза межами велосипедної доріжки,"перевищення безпечної швидкості,недодержання дистанції",2,легко травмований,легко травмований,,null,null,null,null,null,null,49.785123,24.067596
2020-06-05,15:55:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,12,null,зіткнення бокове,виїзд на смугу зустрічного руху,2,легко травмований,легко травмований,,null,null,null,null,null,null,49.843715,24.023554
2020-06-05,17:20:00,п'ятниця,місто,Львів,Галицький,вулиця,Коперника М.,41,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.832772,24.018785
2020-05-24,1:40:00,неділя,місто,Львів,Личаківський,вулиця,Личаківська,39,null,зіткнення бокове,недодержання дистанції,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,49.840799,24.045113
2020-06-21,18:15:00,неділя,місто,Львів,Залізничний,вулиця,Чернівецька,10,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.837906,23.999076
2020-05-30,23:50:00,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",14,null,наїзд на інші види перешкод,"перевищення безпечної швидкості,недодержання дистанції",2,помер на місці дтп,помер на місці дтп,,null,null,null,null,null,null,49.860978,24.01975
2020-05-31,9:50:00,неділя,місто,Львів,Галицький,вулиця,Франка І.,28,null,зіткнення бокове,"невиконання вимог сигналів регулювання,виїзд на смугу зустрічного руху",4,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,null,null,null,null,null,49.834516,24.034175
2020-06-11,14:50:00,четвер,місто,Львів,Залізничний,вулиця,Кульпарківська,228,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.804214,23.980998
2020-06-02,14:30:00,вівторок,місто,Львів,Галицький,вулиця,Бенедиктовича Ю.,null,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.842009,24.015609
2020-06-16,15:01:00,вівторок,місто,Львів,Галицький,вулиця,Городоцька,26,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.842798,24.018549
2020-06-17,16:28:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,288,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.829471,23.962002
2020-06-04,17:37:00,четвер,місто,Львів,Сихівський,вулиця,Луганська,null,Перехрестя вул. Луганська - вул. Козельницька,зіткнення бокове,порушення правил проїзду перехресть,5,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.811016,24.024954
2020-05-17,14:35:00,неділя,селище,Рудне,Залізничний,вулиця,Шевченка Т.,313,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.841539,23.863013
2020-06-07,20:46:00,неділя,місто,Львів,Франківський,вулиця,Наукова,3,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.802358,24.012702
2020-06-17,19:48:00,середа,місто,Львів,Франківський,вулиця,Окружна,null,вул. Окружна - вул. Сулими І.,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.829734,23.979571
2020-06-15,22:10:00,понеділок,місто,Львів,Личаківський,вулиця,Медової Печери,79,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.824169,24.080492
2020-06-03,8:30:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.871591,23.944662
2020-06-15,13:34:00,понеділок,місто,Львів,Франківський,вулиця,Городоцька,179,null,наїзд на інші види перешкод,"перевтома, сон за кермом",1,легко травмований,null,,null,null,null,null,null,null,49.835043,23.995163
2020-06-07,17:40:00,неділя,місто,Львів,Залізничний,вулиця,Кузневича Г.,2,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.833893,23.982382
2020-05-25,8:52:00,понеділок,місто,Львів,Франківський,вулиця,Героїв УПА,33А,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.831059,23.996716
2020-05-29,9:50:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,360,null,зіткнення з задньою частиною тз,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.869041,23.953704
2020-06-11,8:01:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,"Перехрестя Червоної Калини, просп. - вул. Угорська",наїзд на пішохода - на регульованому пішохідному переході,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.810241,24.046471
2020-06-10,14:59:00,середа,місто,Львів,Франківський,вулиця,Наукова,null,вул. Наукова - вул. Стрийська 148А,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.802084,24.014118
2020-06-20,0:15:00,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",75,null,зіткнення бокове,порушення правил маневрування,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.863112,24.018046
2020-06-03,21:15:00,середа,місто,Львів,Сихівський,вулиця,Зелена,273,null,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.80196,24.066346
