accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2017-11-22,20:15:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,134,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.851325,23.991185
2017-11-12,23:28:00,неділя,місто,Львів,Франківський,вулиця,Володимира Великого,null,Перехрестя вул. Володимира Великого - вул. Княгині Ольги,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.810033,23.99987
2017-10-29,20:10:00,неділя,місто,Львів,Шевченківський,вулиця,Липинського В.,null,Біля АС-2,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.864961,24.051797
2017-11-13,0:42:00,понеділок,місто,Винники,Личаківський,вулиця,Миколайчука І.,2Б,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.818791,24.136024
2017-11-02,14:06:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,null,"Перехрестя вул. Липинського В., - вул. Бетховена Л.",зіткнення бокове,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.863481,24.033301
2017-11-05,15:20:00,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",49,null,наїзд на інші види перешкод,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.798843,24.04904
2017-11-02,17:55:00,четвер,місто,Львів,Залізничний,вулиця,Петлюри С.,25,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.82094,23.980054
2017-11-24,19:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,45,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.806924,24.019042
2017-10-30,16:50:00,понеділок,місто,Львів,Галицький,вулиця,Франка І.,6,null,наїзд на пішохода - стояв на проїздній частині,null,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,49.837429,24.034942
2017-11-14,23:18:00,вівторок,місто,Львів,Шевченківський,вулиця,Грінченка Б.,null,"Перехрестя вул. Грінченка Б., - вул. Хмельницького Б.",зіткнення з задньою частиною ТЗ,"керування транспортним засобом у нетверезому стані, виїзд на смугу зустрічного руху",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.869968,24.057097
2017-11-01,8:01:00,середа,місто,Львів,Франківський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Володимира Великого,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.808136,24.019139
2017-11-26,22:50:00,неділя,місто,Львів,Личаківський,вулиця,Зелена,131,null,зіткнення з задньою частиною ТЗ,null,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.8176,24.059812
2017-11-16,6:20:00,четвер,місто,Львів,Франківський,вулиця,Наукова,null,Перехрестя вул. Наукова - вул. Тролейбусна,зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.803069,24.006371
2017-12-01,19:15:00,п'ятниця,місто,Львів,Галицький,вулиця,Свєнціцького І.,18,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.824985,24.036577
2017-10-24,19:20:00,вівторок,місто,Львів,Франківський,вулиця,Кульпарківська,null,Біля ТЦ Ашан,наїзд на пішохода - на регульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.813034,23.984624
2017-11-22,18:10:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",null,"Перехрестя вул. Під Дубом - Чорновола В., просп.",наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.850519,24.024428
2017-12-06,19:21:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",11,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.846749,24.025437
2017-11-20,8:40:00,понеділок,місто,Львів,Залізничний,вулиця,Любінська,null,Перехрестя вул. Любінська - вул. Виговського І.,падіння пасажира,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.82068,23.968896
2017-11-06,12:20:00,понеділок,місто,Львів,Галицький,вулиця,Городоцька,35,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.843016,24.020995
2017-10-31,13:20:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",76А,"вул. Скрипника М., 1",наїзд на пішохода - стояв на проїздній частині,null,3,легко травмований,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.789213,24.058739
2017-12-01,0:01:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Лінкольна А.,49,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.866618,24.041734
2017-10-31,17:10:00,вівторок,місто,Львів,Шевченківський,вулиця,Миколайчука І.,9,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.874366,24.039862
2017-12-01,9:04:00,п'ятниця,місто,Львів,Сихівський,вулиця,Тернопільська,null,Перехрестя вул. Тернопільська - вул. Стуса В.,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.81625,24.044566
2017-11-01,18:10:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,1,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.808202,24.017921
2017-11-01,15:15:00,середа,місто,Львів,Шевченківський,вулиця,Миколайчука І.,1,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.868399,24.042754
2017-11-09,19:01:00,четвер,місто,Львів,Личаківський,вулиця,Пасічна,null,Перехрестя вул. Пасічна - вул. Запольської Г.,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.834592,24.068089
2017-11-01,7:50:00,середа,місто,Львів,Личаківський,вулиця,Медової Печери,39,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.825079,24.077724
2017-11-07,9:17:00,вівторок,місто,Львів,Шевченківський,вулиця,Варшавська,157,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.865473,24.011076
2017-11-24,14:25:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Ветеранів,2,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.850028,24.020045
2017-10-07,12:20:00,субота,місто,Львів,Личаківський,вулиця,Личаківська,175,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.836107,24.067279
2017-12-01,1:46:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,null,"Перехрестя вул. Липинського В., - вул. Замарстинівська",зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.860079,24.026885
2017-11-13,22:37:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,null,Перехрестя вул. Володимира Великого - вул. Стрийська,зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.808122,24.019139
2017-11-23,17:15:00,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,315,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,49.8716,23.941462
2017-10-29,17:20:00,неділя,місто,Львів,Залізничний,вулиця,Кульчицької О.,6,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.817032,23.9744
2017-11-24,13:07:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,32,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.825941,23.967764
2017-10-11,20:50:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",7,null,наїзд на пішохода - на регульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.813014,24.045639
2017-12-03,7:10:00,неділя,місто,Львів,Сихівський,вулиця,Пасічна,125,null,зіткнення бокове,"керування транспортним засобом у нетверезому стані, порушення правил маневрування",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.809085,24.078759
2017-11-12,19:38:00,неділя,місто,Львів,Личаківський,вулиця,Личаківська,225,null,зіткнення з задньою частиною ТЗ,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.83574,24.075433
2017-10-31,18:01:00,вівторок,місто,Львів,Сихівський,вулиця,Пасічна,126,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.807309,24.071496
2017-11-05,15:40:00,неділя,місто,Львів,Галицький,вулиця,Кримська,15,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,49.823833,24.042404
2017-11-22,19:06:00,середа,місто,Львів,Галицький,вулиця,Городоцька,8,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.844023,24.024364
2017-11-05,21:33:00,неділя,місто,Львів,Шевченківський,вулиця,Замарстинівська,276,null,наїзд на інші види перешкод,перевищення встановленої швидкості,3,тяжко травмований,помер на місці дтп,тяжко травмований,null,null,null,null,null,null,49.877767,24.003625
2017-11-03,17:35:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хуторівка,4,null,наїзд на пішохода - стояв на проїздній частині,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.801011,24.02667
2017-11-17,18:08:00,п'ятниця,місто,Львів,Галицький,вулиця,Стрийська,32,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.824979,24.020855
2017-11-16,17:30:00,четвер,місто,Львів,Шевченківський,вулиця,Варшавська,52,null,зіткнення з задньою частиною ТЗ,"порушення правил маневрування, порушення правил обгону",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.85863,24.010813
2017-11-10,17:59:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,146,null,зіткнення лобове,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.81679,23.986684
2017-11-13,7:40:00,понеділок,місто,Львів,Франківський,вулиця,Перфецького Л.,19,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.81472,23.987188
2017-12-03,19:50:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,257,null,зіткнення з задньою частиною ТЗ,перевищення безпечної швидкості,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.830353,23.96683
2017-11-04,6:01:00,субота,місто,Львів,Франківський,вулиця,Наукова,51,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.804934,23.987398
2017-11-06,14:08:00,понеділок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",22,null,зіткнення лобове,недодержання дистанції,9,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,тяжко травмований,легко травмований,легко травмований,49.871711,24.039025
2017-11-02,18:10:00,четвер,місто,Львів,Шевченківський,вулиця,Величковського І.,18,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.87459,23.936521
2017-10-30,9:33:00,понеділок,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,наїзд на пішохода - стояв на проїздній частині,"перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.819116,24.004167
2017-11-08,20:14:00,середа,місто,Львів,Личаківський,вулиця,Личаківська,null,Перехрестя вул. Личаківська - вул. Круп'ярська,зіткнення з задньою частиною ТЗ,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,49.838353,24.055848
2017-11-22,11:01:00,середа,місто,Львів,Франківський,вулиця,Сулими І.,null,"Перехрестя вул. Сулими І., - вул. Окружна",зіткнення бокове,"порушення правил маневрування, порушення правил проїзду перехресть",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.829734,23.979678
2017-11-10,9:56:00,п'ятниця,місто,Львів,Личаківський,вулиця,Студентська,2,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.829367,24.045816
2017-12-01,16:52:00,п'ятниця,місто,Львів,Галицький,вулиця,Дорошенка П.,23,null,наїзд на пішохода - стояв на проїздній частині,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.839284,24.025467
2017-11-13,12:21:00,понеділок,місто,Львів,Галицький,проспект,"Свободи, просп.",null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.84066,24.028666
2017-10-09,10:15:00,понеділок,місто,Львів,Галицький,вулиця,Гонти І.,null,null,падіння пасажира,null,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.844552,24.031321
2017-12-04,17:54:00,понеділок,місто,Львів,Залізничний,вулиця,Патона Є.,44959,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.822736,23.964862
2017-12-01,22:01:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зелена,null,Перехрестя вул. Зелена - вул. Дністерська,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.818216,24.058557
2017-11-29,12:35:00,середа,місто,Львів,Галицький,вулиця,Стуса В.,24,null,зіткнення бокове,перевищення безпечної швидкості,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.82086,24.039867
2017-10-26,7:50:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,199,null,зіткнення лобове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.834201,23.988583
2017-11-13,15:25:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,120,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, недодержання дистанції",4,без ушкоджень,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,49.834997,23.992719
2017-11-02,0:30:00,четвер,місто,Львів,Сихівський,вулиця,Антонича Б. - І.,12,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,1,тяжко травмований,null,null,null,null,null,null,null,null,49.785109,24.069784
2017-11-17,15:01:00,п'ятниця,місто,Львів,Залізничний,вулиця,Залізнична,24,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.839574,24.000004
2017-11-09,15:40:00,четвер,місто,Львів,Галицький,вулиця,"Митна, пл.",null,"Перехрестя Митна, пл., - вул. Винниченка В.",зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.839809,24.036047
2017-10-24,10:01:00,вівторок,місто,Львів,Франківський,вулиця,Володимира Великого,34,null,зіткнення бокове,null,1,легко травмований,null,null,null,null,null,null,null,null,49.811086,23.993454
2017-10-24,7:51:00,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,374,null,наїзд на пішохода - стояв на проїздній частині,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.869595,23.948457
2017-10-24,12:10:00,вівторок,місто,Львів,Сихівський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Мікльоша К.,наїзд на пішохода - стояв на проїздній частині,null,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.783716,24.014225
2017-11-02,23:25:00,четвер,місто,Львів,Франківський,вулиця,Коновальця Є.,3,null,наїзд на пішохода - на регульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.8339,24.008399
2017-11-23,17:45:00,четвер,місто,Львів,Сихівський,вулиця,Зелена,256А,null,зіткнення з задньою частиною ТЗ,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.799191,24.073567
2017-12-01,15:20:00,п'ятниця,місто,Львів,Сихівський,вулиця,Мікльоша К.,15,null,зіткнення бокове,перевищення безпечної швидкості,3,легко травмований,легко травмований,без ушкоджень,null,null,null,null,null,null,49.783225,24.018914
2017-11-27,21:40:00,понеділок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,Сихівський Міст,"наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.807608,24.047054
2017-10-30,12:45:00,понеділок,місто,Львів,Шевченківський,вулиця,Татарбунарська,7,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.853978,23.987103
2017-12-06,17:01:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,358Б,null,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,49.868132,23.952223
2017-12-01,21:05:00,п'ятниця,місто,Львів,Франківський,вулиця,Городоцька,179,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.835391,23.995058
2017-11-27,21:20:00,понеділок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,Сихівський Міст,зіткнення з задньою частиною ТЗ,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.795616,24.054458
2017-11-26,14:30:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,"Перехрестя вул. Шевченка Т., - вул. Брюховицька",наїзд на пішохода - стояв на проїздній частині,"порушення правил маневрування, керування транспортним засобом у нетверезому стані",2,легко травмований,легко травмований,null,null,null,null,null,null,null,49.860058,23.970408
2017-12-06,20:23:00,середа,місто,Львів,Шевченківський,вулиця,Грінченка Б.,null,"Перехрестя вул. Грінченка Б., - вул. Хмельницького Б.",зіткнення з задньою частиною ТЗ,порушення правил маневрування,4,без ушкоджень,тяжко травмований,без ушкоджень,легко травмований,null,null,null,null,null,49.869899,24.057033
2017-12-03,17:20:00,неділя,місто,Львів,Шевченківський,вулиця,Жовківська,9,null,наїзд на пішохода - стояв на проїздній частині,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.852743,24.032689
2017-11-09,12:01:00,четвер,місто,Львів,Залізничний,вулиця,Виговського І.,100,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.813149,23.977726
2017-12-03,2:01:00,неділя,місто,Львів,Шевченківський,вулиця,Грінченка Б.,6Б,null,"наїзд на опори ( леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен мобільного зв'язку, тощо)",перевищення встановленої швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.872616,24.05073
2017-10-29,20:01:00,неділя,місто,Львів,Франківський,вулиця,Городоцька,177,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду зупинок громадського транспорту,2,легко травмований,легко травмований,null,null,null,null,null,null,null,49.835519,23.995782
2017-11-26,21:40:00,неділя,місто,Львів,Залізничний,вулиця,Сяйво,null,Пеерехрестя вул. Сяйво - вул. Широка,наїзд на пішохода - стояв на проїздній частині,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.842549,23.979356
2017-10-25,2:50:00,середа,місто,Львів,Сихівський,вулиця,Зелена,null,Перехрестя вул. Зелена - вул. Пасічна,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,null,49.806419,24.062234
2017-12-13,23:18:00,середа,місто,Львів,Франківський,вулиця,Окружна,77,null,наїзд на інші види перешкод,порушення правил маневрування,1,тяжко травмований,null,null,null,null,null,null,null,null,49.82546,23.987682
2017-12-22,7:57:00,п'ятниця,місто,Львів,Франківський,вулиця,Княгині Ольги,100Е,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.816461,24.002649
2017-12-24,1:05:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,null,Перехрестя вул. Городницька - вул. Виговського І.,зіткнення лобове,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, порушення правил проїзду перехресть",6,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,49.830564,23.968198
2017-12-26,18:54:00,вівторок,місто,Львів,Шевченківський,вулиця,Промислова,31,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.857277,24.042286
2017-12-11,23:01:00,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,23,null,наїзд на інші види перешкод,"перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані",2,легко травмований,легко травмований,null,null,null,null,null,null,null,49.86133,24.028199
2017-12-08,17:40:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,null,Перехрестя вул. Городоцька - вул. Ряшівська,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.828114,23.954444
2017-12-21,17:01:00,четвер,місто,Львів,Залізничний,вулиця,Любінська,null,Перехрестя вул. Любінська - вул. Петлюри С.,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.824058,23.977296
2017-12-22,15:20:00,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,81,null,зіткнення з задньою частиною ТЗ,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,49.839737,24.05059
2017-12-23,20:08:00,субота,місто,Львів,Сихівський,вулиця,Дністерcька,null,Перехрестя вул. Дністерська - вул. Зелена,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"порушення правил маневрування, недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.81823,24.058557
2017-12-23,7:35:00,субота,місто,Львів,Сихівський,вулиця,Сихівська,4,null,зіткнення з задньою частиною ТЗ,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.794979,24.066281
2017-12-26,18:01:00,вівторок,місто,Львів,Залізничний,вулиця,Суботівська,2,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.842731,23.967575
2017-12-24,18:50:00,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",7,null,наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.813069,24.045816
2017-12-30,0:22:00,субота,місто,Львів,Сихівський,вулиця,Зелена,407,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.784021,24.078174
2017-12-31,21:44:00,неділя,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,1,null,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,легко травмований,тяжко травмований,тяжко травмований,null,null,null,null,null,49.793995,24.064339
2017-12-21,19:15:00,четвер,місто,Львів,Франківський,вулиця,Горбачевського І.,null,"Перехрестя вул. Горбачевського І., - вул. Котляревського І.",наїзд на пішохода - стояв на проїздній частині,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.82954,24.008324
2017-12-27,22:35:00,середа,місто,Львів,Галицький,вулиця,Куліша П.,42,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил маневрування,3,легко травмований,легко травмований,без ушкоджень,null,null,null,null,null,null,49.849329,24.024428
2017-12-25,4:40:00,понеділок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.845887,24.025254
2017-12-07,21:35:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,242,null,зіткнення з задньою частиною ТЗ,"порушення правил маневрування, перевищення безпечної швидкості",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.826328,23.944584
2017-12-13,21:35:00,середа,місто,Львів,Франківський,вулиця,Наукова,59,null,наїзд на пішохода - стояв на проїздній частині,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.805141,23.985128
2017-12-20,6:40:00,середа,місто,Львів,Франківський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Наукова,зіткнення з задньою частиною ТЗ,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.801883,24.018002
2017-12-11,20:20:00,понеділок,місто,Львів,Шевченківський,вулиця,Орлика П.,null,"Перехрестя вул. Орлика П., - вул. Мазепи І., гетьм.",зіткнення лобове,"порушення правил маневрування, порушення правил проїзду перехресть",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.87077,24.033258
2017-12-15,20:25:00,п'ятниця,місто,Львів,Галицький,вулиця,Франка І.,6,null,наїзд на пішохода - стояв на проїздній частині,"порушення правил маневрування, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.837443,24.034958
2017-12-08,8:20:00,п'ятниця,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",60,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.824273,24.01187
2017-12-26,12:25:00,вівторок,місто,Львів,Личаківський,вулиця,Зелена,130,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.820009,24.056523
